Image,Memory_Bytes
-5.121385350637793,334399
-4.892534941435522,334338
1.8258647194067092,334473
-1.1524716797448633,334341
2.231631016488892,334385
-2.9319368164694533,334192
3.213657251282374,334212
2.4196996358132594,334274
1.765696863883921,334084
-2.9225390779004226,334405
-1.8627190781217056,334466
-4.289970994994088,334376
4.772903003437779,334420
1.346202547839221,334349
2.25287873152336,334276
-5.7811814254706455,334430
1.433241388431803,334114
-2.6993049707078,334246
-1.961096954715048,334058
-3.5815115231221557,334359
-0.2272876291656409,334271
4.3085757746197615,334122
2.3786909071172992,334412
1.0930121218271367,334434
2.365808110471044,334292
0.1376224903329621,334249
2.0189869037891537,334450
-0.1597433087694444,334407
7.263462738598257,334285
-4.337500919204357,334355
-5.838665416239813,334077
2.3244078849910075,334271
3.459355794441024,334317
-6.106753332456352,334210
-0.2728983774972811,334384
6.332932628901013,334388
4.4999833066669375,334387
-2.806853041130032,334401
5.519113721823587,334404
-6.083064845657673,334463
2.476576618550661,334385
1.5149606504527142,334359
6.890861564043727,334349
-1.9469343564177863,334422
-6.577085843625092,334264
-6.191542735802181,334131
-2.5651475631738645,334165
-8.637466620518415,334347
1.847213292995031,334322
3.919688315262732,334382
2.837807464214899,334117
3.7357224559746456,334157
3.445134798653441,334420
1.6407539337449355,334464
-1.063058749769402,334237
3.769408977627002,334414
2.83008369366636,334254
2.909003767630985,334300
2.4221313944748726,334175
3.8436332162141458,334399
1.9602321631713515,334568
1.5212610210019584,333975
1.8522749072439808,334196
4.645258718572688,334434
2.66017741281439,334115
3.153097485354788,334593
2.8245818783684307,334337
3.382726654973041,334403
2.079509366784322,334275
3.5758154208167348,334331
3.280101377237653,334357
2.4692687630401124,334498
3.7056498700334544,334342
1.9285050326945008,334269
1.312560404456482,334466
1.2221917242701963,334239
1.8578400775607695,333974
2.5122287978521314,334144
2.7068001394028838,334465
2.447481617735763,334110
3.079926412462114,334121
-6.018460469171183,334422
-5.38813343673662,334377
4.145456329349267,334580
4.803437774030959,334153
-8.329506141786737,334287
0.3030229724524638,334440
3.97721635960864,334412
3.4179767042108367,334351
0.7677423073141156,334471
5.036191965776585,334347
2.356594638711876,334322
0.6636681833231179,334303
2.859141467886925,334208
3.392790069311495,334068
2.5858536658917632,334442
5.055677504943375,333909
3.769203887355385,334458
2.4032951185650937,334250
4.056538567050737,334372
0.4476931705251754,334316
4.953567027293563,334142
5.0659994695007455,334479
4.732324044404024,334380
2.045622457890364,334410
0.1794385066469725,334322
0.8814360657185638,334442
2.5860757747160186,334252
-0.9634374331473036,334201
0.7874186434245658,334414
3.735660909463881,334536
1.7728294387012422,334411
4.302907165698432,334481
5.267995267543121,334097
2.953050263984773,334364
